http://yago-knowledge.org/resource/General_Relativity__u0028_book_u0029_,0-226-87033-2
http://yago-knowledge.org/resource/Home__u0028_Inbari_novel_u0029_,978-965-48-2593-1
http://yago-knowledge.org/resource/Jewish_Year_Book,978-0-85303-735-4
http://yago-knowledge.org/resource/Labyrinths__u0028_short_story_collection_u0029_,0-8112-0012-4
http://yago-knowledge.org/resource/Look_Who_It_Is_u0021_,978-0-00-727823-7
http://yago-knowledge.org/resource/Madonna_u003A__An_Intimate_Biography,1-4165-8346-7
http://yago-knowledge.org/resource/Nihongo_Daijiten,978-4-06-125002-4
http://yago-knowledge.org/resource/Land_Where_I_Flee,978-1-78087-297-1
http://yago-knowledge.org/resource/Richard_Stark_u0027_s_Parker_u003A__The_Hunter,1-60010-493-2
http://yago-knowledge.org/resource/Some_Prefer_Nettles,978-4-12-203556-0
http://yago-knowledge.org/resource/The_Cambridge_Grammar_of_the_English_Language,0-521-43146-8
http://yago-knowledge.org/resource/The_Oxford_Companion_to_Wine,0-198-70538-7
http://yago-knowledge.org/resource/UP_Diksiyonaryong_Filipino,978-971-8781-98-2
http://yago-knowledge.org/resource/S__u0028_Suzuki_novel_u0029_,978-4-04-110183-4
http://yago-knowledge.org/resource/Carl_Nielsen_Edition,978-87-598-1821-3
http://yago-knowledge.org/resource/Estonian_Encyclopedia,5-89900-003-1
http://yago-knowledge.org/resource/Naya_Ishwar_Ko_Ghoshana,978-9937-9186-9-5
http://yago-knowledge.org/resource/Understanding_Comics,0-87816-243-7
http://yago-knowledge.org/resource/The_Strange_Library,4-06-212739-3
http://yago-knowledge.org/resource/Orbital_Mechanics_for_Engineering_Students,0-08-097747-2
http://yago-knowledge.org/resource/The_Australian_Women_u0027_s_Weekly_Children_u0027_s_Birthday_Cake_Book,0-949892-74-2
http://yago-knowledge.org/resource/Women_in_Tech,1-63217-066-3
http://yago-knowledge.org/resource/The_Internet_of_Garbage,978-1-5080-1886-5
http://yago-knowledge.org/resource/Out_of_the_Abyss__u0028_Dungeons__u0026__Dragons_u0029_,978-0-7869-6581-6
http://yago-knowledge.org/resource/Tales_from_the_Yawning_Portal,978-0-7869-6609-7
http://yago-knowledge.org/resource/Plutocrats__u0028_book_u0029_,0-14-312406-4
http://yago-knowledge.org/resource/Dictionary_of_African_Biography,978-0-19-538207-5
http://yago-knowledge.org/resource/The_Hidden_Wealth_of_Nations,978-0-226-24542-3
http://yago-knowledge.org/resource/Securing_Sex,978-1-4696-2750-2
http://yago-knowledge.org/resource/The_Deep__u0028_novella_u0029_,978-1-534-43986-3
http://yago-knowledge.org/resource/Back_in_Time__u0028_iOS_software_u0029_,978-989-97421-0-9
http://yago-knowledge.org/resource/Pit_Bull_u003A__The_Battle_over_an_American_Icon,0-307-96176-1
http://yago-knowledge.org/resource/The_Scientists__u0028_book_u0029_,978-0-500-25191-1
http://yago-knowledge.org/resource/Love_Is_Love__u0028_comics_u0029_,978-1-63140-939-4
http://yago-knowledge.org/resource/The_Truths_We_Hold,978-0-525-56071-5
http://yago-knowledge.org/resource/Ludicrous_u003A__The_Unvarnished_Story_of_Tesla_Motors,978-1-948836-32-6
http://yago-knowledge.org/resource/Prince__u0026__Knight,978-1-4998-0552-9
http://yago-knowledge.org/resource/Waterdeep_u003A__Dragon_Heist,978-0-7869-6625-7
http://yago-knowledge.org/resource/Warhol__u0028_book_u0029_,978-0-06-229839-3
http://yago-knowledge.org/resource/Digital_Technologies_and_the_Museum_Experience,978-0-7591-1119-6
http://yago-knowledge.org/resource/Sequences__u0028_book_u0029_,978-1-46-138227-0
http://yago-knowledge.org/resource/Promises_to_Keep__u0028_memoir_u0029_,978-1-4000-6536-3
http://yago-knowledge.org/resource/Back_to_Front_and_Upside_Down_u0021_,978-0-8028-5414-8
http://yago-knowledge.org/resource/Eros_the_Bittersweet,978-0-608-02740-1
http://yago-knowledge.org/resource/Infamous_Scribblers,978-1-58648-334-0
http://yago-knowledge.org/resource/The_Dead_Are_Arising,978-1-324-09105-9
http://yago-knowledge.org/resource/The_Legend_of_Zelda_u003A__Breath_of_the_Wild__u2013__Creating_a_Champion,1-50671-010-7
http://yago-knowledge.org/resource/The_Symmetries_of_Things,978-1-4398-6489-0
http://yago-knowledge.org/resource/Haunts__u0028_Wraith_u003A__The_Oblivion_u0029_,1-56504-610-2
http://yago-knowledge.org/resource/Dictionary_of_Women_Worldwide,978-0-7876-7585-1
http://yago-knowledge.org/resource/Adult_Onset,978-0-345-80827-1
http://yago-knowledge.org/resource/Icewind_Dale_u003A__Rime_of_the_Frostmaiden,978-0-7869-6698-1
http://yago-knowledge.org/resource/Telling_Right_from_Wrong,0-87975-297-1
http://yago-knowledge.org/resource/Second_Inquisition,978-1-735993-89-8
http://yago-knowledge.org/resource/Frantumaglia,978-88-6632-792-9
http://yago-knowledge.org/resource/No_Kimchi_for_Me_u0021_,0-82343-762-0
http://yago-knowledge.org/resource/Camp__u0028_novel_u0029_,978-0-316-53775-9
http://yago-knowledge.org/resource/Land_of_Eight_Million_Dreams,1-56504-722-2
http://yago-knowledge.org/resource/La_Lengua_Chaná_u003A__Patrimonio_Cultural_de_Entre_Ríos,978-950-686-039-4
http://yago-knowledge.org/resource/Capital_in_the_Anthropocene,978-4-08-721135-1
http://yago-knowledge.org/resource/The_Wild_Beyond_the_Witchlight,978-0-7869-6727-8
http://yago-knowledge.org/resource/Arrows_of_Rain,978-1-64129-301-3
http://yago-knowledge.org/resource/Mitt_Elf_Isem_Ieħor_u003A__HappyVeganGirlJules,978-99909-1-964-6
http://yago-knowledge.org/resource/Singha_Durbarko_Ghumne_Mech,978-9937-9378-2-5
http://yago-knowledge.org/resource/Sallipir,978-9937-665-09-4
http://yago-knowledge.org/resource/All_Roads_Lead_North,978-93-90679-09-6
http://yago-knowledge.org/resource/Maharani__u0028_novel_u0029_,978-9937-9344-5-9
http://yago-knowledge.org/resource/My_Heart_is_a_Chainsaw,978-1-9821-3763-2
http://yago-knowledge.org/resource/The_Crow_Garden,978-1-78648-525-0
http://yago-knowledge.org/resource/The_Little_One__u0028_book_u0029_,978-4-03-332880-5
http://yago-knowledge.org/resource/A_New_Silk_Road,978-93-90547-58-6
http://yago-knowledge.org/resource/COVID-19_and_Its_Challenges,978-93-90095-02-5
http://yago-knowledge.org/resource/The_Oxford_Companion_to_Spirits__u0026__Cocktails,978-0-19-931113-2
http://yago-knowledge.org/resource/Plena_Ilustrita_Vortaro_de_Esperanto,2-9502432-8-2
http://yago-knowledge.org/resource/The_Universe_in_a_Nutshell,0-553-80202-X
http://yago-knowledge.org/resource/Beyond_Chutzpah,0-520-24989-5
http://yago-knowledge.org/resource/Encyclopedia_of_China,7-5000-7958-3
http://yago-knowledge.org/resource/Wuhan_Diary,1-7999-0686-8
http://yago-knowledge.org/resource/Naomi__u0028_novel_u0029_,4-10-100501-X
http://yago-knowledge.org/resource/Crisis_of_Conscience,0-914675-23-0
http://yago-knowledge.org/resource/Totto-Chan_u003A__The_Little_Girl_at_the_Window,4-06-145840-X
http://yago-knowledge.org/resource/Asterix_in_Belgium,978-2-01-210156-2
http://yago-knowledge.org/resource/Tintin_in_Tibet,1-85596-431-7
http://yago-knowledge.org/resource/King_Ottokar_u0027_s_Sceptre,1-85596-430-9
http://yago-knowledge.org/resource/Asterix_and_the_Actress,978-2-86497-143-6
http://yago-knowledge.org/resource/Cigars_of_the_Pharaoh,978-1-906587-02-4
http://yago-knowledge.org/resource/The_Wind-Up_Bird_Chronicle,0-679-77543-9
http://yago-knowledge.org/resource/Zhonghua_Zihai,7-5057-0630-6
http://yago-knowledge.org/resource/Burning_Chrome__u0028_short_story_collection_u0029_,4-15-010717-3
http://yago-knowledge.org/resource/Asterix_and_the_Soothsayer,978-2-01-210151-7
http://yago-knowledge.org/resource/Asterix_and_the_Great_Divide,978-2-86497-000-2
http://yago-knowledge.org/resource/Encyclopedia_of_Mathematics,978-1-55608-010-4
http://yago-knowledge.org/resource/Obelix_and_Co_u002E_,978-2-01-210155-5
http://yago-knowledge.org/resource/Asterix_and_the_Banquet,978-2-01-210137-1
http://yago-knowledge.org/resource/Liberal_Fascism,0-385-51184-1
http://yago-knowledge.org/resource/1_Litre_no_Namida,4-900435-26-0
http://yago-knowledge.org/resource/Banglapedia,9-8432-0585-5
http://yago-knowledge.org/resource/Birds_of_South_Asia_u003A__The_Ripley_Guide,84-87334-67-9
http://yago-knowledge.org/resource/The_Truth_About_the_Harry_Quebert_Affair,978-2-87706-816-1
http://yago-knowledge.org/resource/L_u0027_Usage_du_monde,2-228-89401-X
http://yago-knowledge.org/resource/Aurélio_Dictionary,85-385-4198-6
http://yago-knowledge.org/resource/The_Blue_Light__u0028_2003_film_u0029_,4-04-197906-4
http://yago-knowledge.org/resource/AP_Stylebook,978-0-917360-00-8
http://yago-knowledge.org/resource/Dark_Visions,0-575-04585-X
http://yago-knowledge.org/resource/Encyclopedia_of_Aesthetics,978-0-19-974710-8
http://yago-knowledge.org/resource/Fagin_the_Jew,0-385-51009-8
http://yago-knowledge.org/resource/Family_Catastrophe,957-9525-67-6
http://yago-knowledge.org/resource/Madonna__u0028_book_u0029_,0-312-98310-7
http://yago-knowledge.org/resource/Self-Portrait_in_a_Convex_Mirror__u0028_poetry_collection_u0029_,0-14-058668-7
http://yago-knowledge.org/resource/Underground_to_Palestine,1-5428-4128-3
http://yago-knowledge.org/resource/Whatever_Happened_to_the_Hall_of_Fame_u003F_,0-684-80088-8
http://yago-knowledge.org/resource/Whispers_u003A__The_Voices_of_Paranoia,978-0-517-59239-7
http://yago-knowledge.org/resource/The_Eternal_Zero__u0028_film_u0029_,978-4-7783-1026-4
http://yago-knowledge.org/resource/The_Age_of_Surveillance_Capitalism,978-1-61039-569-4
http://yago-knowledge.org/resource/Honduran_Languages_Dictionary,978-99926-820-1-2
http://yago-knowledge.org/resource/Shackleton_u003A__Antarctic_Odyssey,978-1-59643-451-6
http://yago-knowledge.org/resource/Norsk_salmebok_2013,978-82-514-0764-9
http://yago-knowledge.org/resource/Asterix_and_the_Missing_Scroll,978-84-696-0468-7
http://yago-knowledge.org/resource/Bhimayana,81-89059-17-3
http://yago-knowledge.org/resource/Tar_Beach,978-0-517-88544-4
http://yago-knowledge.org/resource/Three_Words__u0028_book_u0029_,978-0-9941205-0-2
http://yago-knowledge.org/resource/Ular__u0028_book_u0029_,978-9937-8046-3-9
http://yago-knowledge.org/resource/Dictionary_of_Women_Artists,978-1-884964-21-3
http://yago-knowledge.org/resource/Sunan_al-Kubra__u0028_al-Bayhaqi_u0029_,2-7451-0948-0
http://yago-knowledge.org/resource/How_to_Fight_Anti-Semitism,978-0-593-13605-8
http://yago-knowledge.org/resource/The_Babysitter_at_Rest,0-9973666-2-1
http://yago-knowledge.org/resource/Friendly_Fascism__u0028_book_u0029_,978-0-920057-23-0
http://yago-knowledge.org/resource/Hydrology_in_Practice,0-415-37042-6
http://yago-knowledge.org/resource/The_Field_of_the_Cloth_of_Gold__u0028_novel_u0029_,1-4088-6002-3
http://yago-knowledge.org/resource/Nobles_u003A__The_Shining_Host,1-56504-711-7
http://yago-knowledge.org/resource/Princes_of_the_Apocalypse,978-0-7869-6578-6
http://yago-knowledge.org/resource/Sweet_Taste_of_Liberty_u003A__A_True_Story_of_Slavery_and_Restitution_in_America,978-0-19-084699-2
http://yago-knowledge.org/resource/The_Cambridge_Companion_to_Augustine,978-0-521-65985-7
http://yago-knowledge.org/resource/Too_Much_and_Never_Enough,1-9821-4146-8
http://yago-knowledge.org/resource/Peace_Mantra,978-7-5014-5933-9
http://yago-knowledge.org/resource/Encyclopedia_of_Christianity_in_the_United_States,1-4422-4432-1
http://yago-knowledge.org/resource/Vers_Tombouctou__u003A__L_u0027_Afrique_des_explorateurs_II,2-07-053226-7
http://yago-knowledge.org/resource/Men_We_Reaped,1-608-19521-X
http://yago-knowledge.org/resource/Mophead,1-86940-898-5
http://yago-knowledge.org/resource/Behind_the_1953_Coup_in_Iran,1-107-07606-4
http://yago-knowledge.org/resource/After_the_Ball__u0028_Kirk_and_Madsen_book_u0029_,0-385-23906-8
http://yago-knowledge.org/resource/Me__u0026__Mama,978-1-534-45421-7
http://yago-knowledge.org/resource/Firekeeper_u0027_s_Daughter,978-1-250-76657-1
http://yago-knowledge.org/resource/Billion_Dollar_Whale,0-316-43650-X
http://yago-knowledge.org/resource/Putin_u0027_s_People_u003A__How_the_KGB_Took_Back_Russia_and_Then_Took_On_the_West,978-0-374-71278-5
http://yago-knowledge.org/resource/How_to_Blow_Up_a_Pipeline,1-839-76025-7
http://yago-knowledge.org/resource/Sabbat_u003A__The_Black_Hand,978-1-735993-88-1
http://yago-knowledge.org/resource/The_Concept_of_Active_Defence_in_China_u0027_s_Military_Strategy,93-90095-30-1
http://yago-knowledge.org/resource/Necropolis_u003A__Atlanta,1-56504-164-X
http://yago-knowledge.org/resource/The_Rape_of_Shavi,978-0-8076-1118-0
http://yago-knowledge.org/resource/Mahakavi_Devkota,978-99933-2-792-9
http://yago-knowledge.org/resource/Strixhaven_u003A__A_Curriculum_of_Chaos,978-0-7869-6744-5
http://yago-knowledge.org/resource/Dear_Senthuran,978-0-593-32919-1
http://yago-knowledge.org/resource/Remembered_Prisoners_of_a_Forgotten_War,978-0-312286-84-2
http://yago-knowledge.org/resource/The_Impossible_City,978-0-593-24143-1
http://yago-knowledge.org/resource/Himalaya_u003A__A_Human_History,978-1-4735-4614-1
http://yago-knowledge.org/resource/Memory__u0028_Westlake_novel_u0029_,978-0-857-68345-8
http://yago-knowledge.org/resource/The_General_Theory_of_Employment_u002C__Interest_and_Money,0-230-00476-8
http://yago-knowledge.org/resource/Stone_Mattress,978-0-7710-0680-7
http://yago-knowledge.org/resource/The_Fixer__u0028_comics_u0029_,84-674-0794-8
http://yago-knowledge.org/resource/Alumni_Cantabrigienses,1-108-03611-2
http://yago-knowledge.org/resource/Asterix_in_Spain,978-2-01-210146-3
http://yago-knowledge.org/resource/Animal_Liberation__u0028_book_u0029_,0-7126-7444-6
http://yago-knowledge.org/resource/Asterix_the_Legionary,978-2-01-210142-5
http://yago-knowledge.org/resource/Asterix_in_Switzerland,978-2-01-210148-7
http://yago-knowledge.org/resource/Arctic_Dreams,978-0-8446-7222-9
http://yago-knowledge.org/resource/Be_with_You__u0028_2004_film_u0029_,4-09-386117-X
http://yago-knowledge.org/resource/Encyclopedia_of_Life_Sciences,978-0-470-01590-2
http://yago-knowledge.org/resource/After_the_Quake,4-10-353411-7
http://yago-knowledge.org/resource/Meu_Pé_de_Laranja_Lima,950-02-8533-9
http://yago-knowledge.org/resource/The_Interpreters__u0028_novel_u0029_,0-593-46721-3
http://yago-knowledge.org/resource/Soviet_Encyclopedic_Dictionary,5-85270-001-0
http://yago-knowledge.org/resource/Actual_Air,978-1-890447-04-5
http://yago-knowledge.org/resource/Aspergirls,978-1-84905-826-1
http://yago-knowledge.org/resource/Atles_dels_Ocells_Nidificants_de_Catalunya,978-84-87334-70-2
http://yago-knowledge.org/resource/Barrington_Atlas_of_the_Greek_and_Roman_World,0-691-03169-X
http://yago-knowledge.org/resource/Bergen_Byleksikon,82-573-1036-0
http://yago-knowledge.org/resource/Beyond_a_Boundary,0-224-07427-X
http://yago-knowledge.org/resource/Collins-Robert_French_Dictionary,2-84902-117-2
http://yago-knowledge.org/resource/Dogs_u003A__Their_Fossil_Relatives_and_Evolutionary_History,978-0-231-13528-3
http://yago-knowledge.org/resource/The_Vintner_u0027_s_Luck,978-0-8647-3342-9
http://yago-knowledge.org/resource/Grammatical_Man,0-671-44061-6
http://yago-knowledge.org/resource/Magic_in_Ithkar_4,0-8125-4719-5
http://yago-knowledge.org/resource/New_Interpreter_u0027_s_Dictionary_of_the_Bible,0-687-33346-6
http://yago-knowledge.org/resource/Red_Diapers_u003A__Growing_Up_in_the_Communist_Left,0-252-02161-4
http://yago-knowledge.org/resource/The_Oxford_Dictionary_of_Islam,978-0-19512-558-0
http://yago-knowledge.org/resource/Seventh-day_Adventist_Hymnal,0-8280-0307-6
http://yago-knowledge.org/resource/MLA_Handbook,1-60329-024-9
http://yago-knowledge.org/resource/Einstein_on_the_Run,978-0-300-23476-3
http://yago-knowledge.org/resource/Asterix_and_the_Picts,978-84-216-7911-1
http://yago-knowledge.org/resource/Blue_Is_the_Warmest_Color__u0028_comics_u0029_,978-1-55152-514-3
http://yago-knowledge.org/resource/Dictionnaire_des_anarchistes,978-2-7082-4268-5
http://yago-knowledge.org/resource/Confessions_of_a_Sociopath,978-0-307-95666-8
http://yago-knowledge.org/resource/Kicked_Out__u0028_book_u0029_,978-0-9785973-6-8
http://yago-knowledge.org/resource/Modiaain,978-99933-2-598-7
http://yago-knowledge.org/resource/Grove_Art_Online,1-884446-05-1
http://yago-knowledge.org/resource/The_Los_Angeles_River_u003A__Its_Life_u002C__Death_u002C__and_Possible_Rebirth,978-0-8018-6047-8
http://yago-knowledge.org/resource/Weapons_of_Math_Destruction,0-553-41881-5
http://yago-knowledge.org/resource/The_Big_Midweek_u003A__Life_Inside_the_Fall,978-1-9019-2758-0
http://yago-knowledge.org/resource/Metaphors_We_Live_By,978-0-226-46801-3
http://yago-knowledge.org/resource/Language_for_a_New_Century,978-0-393-33238-4
http://yago-knowledge.org/resource/Bullshit_Jobs,978-1-5011-4331-5
http://yago-knowledge.org/resource/5_Little_Ducks,978-1-4814-2422-6
http://yago-knowledge.org/resource/The_California_Field_Atlas,978-1-59714-402-5
http://yago-knowledge.org/resource/Reel_Power_u003A__Hollywood_Cinema_and_American_Supremacy,978-0-7453-2982-6
http://yago-knowledge.org/resource/General_Bhimsen_Thapa_Ra_Tatkalin_Nepal,978-99933-0-420-3
http://yago-knowledge.org/resource/The_Brothers__u0028_Kinzer_book_u0029_,978-0-8050-9497-8
http://yago-knowledge.org/resource/Dark_Continent_u003A__Europe_u0027_s_Twentieth_Century,0-713-99159-3
http://yago-knowledge.org/resource/Eberron_u003A__Rising_from_the_Last_War,978-0-7869-6689-9
http://yago-knowledge.org/resource/The_Risen,1-56504-663-3
http://yago-knowledge.org/resource/Hong_Kong_national_security_law,978-7-01-022295-0
http://yago-knowledge.org/resource/Calendrical_Calculations,978-1-107-05762-3
http://yago-knowledge.org/resource/The_Top_Five_Regrets_of_the_Dying,978-1-84850-999-3
http://yago-knowledge.org/resource/Interference__u0028_novel_u0029_,1-250-31784-3
http://yago-knowledge.org/resource/Tasha_u0027_s_Cauldron_of_Everything,978-0-7869-6702-5
http://yago-knowledge.org/resource/Shenandoah_1862,978-0-8078-3200-4
http://yago-knowledge.org/resource/Doom__u0028_book_u0029_,978-0-593-29737-7
http://yago-knowledge.org/resource/Salt_Fat_Acid_Heat__u0028_book_u0029_,978-1-4767-5383-6
http://yago-knowledge.org/resource/Genera_Palmarum,978-1-84246-182-2
http://yago-knowledge.org/resource/The_Tooth_Fairy__u0028_novel_u0029_,0-451-18435-1
http://yago-knowledge.org/resource/Parityakta,978-9937-9378-1-8
http://yago-knowledge.org/resource/Nathiya__u0028_novel_u0029_,978-9937-9217-0-1
http://yago-knowledge.org/resource/Cheerharan,978-9937-9053-7-4
http://yago-knowledge.org/resource/Mordenkainen_Presents_u003A__Monsters_of_the_Multiverse,978-0-7869-6787-2
http://yago-knowledge.org/resource/Life_and_mission_of_Maulana_Mohammad_Ilyas,978-984-92418-1-2
http://yago-knowledge.org/resource/Foundations_of_Real-World_Economics,1-351-58471-5
http://yago-knowledge.org/resource/The_Cottingley_Cuckoo,978-1-78909-685-9
http://yago-knowledge.org/resource/The_Himalayan_Arc,978-93-5277-611-5
http://yago-knowledge.org/resource/China_and_Southeast_Asia_in_the_Xi_Jinping_Era,978-1-4985-8113-4
http://yago-knowledge.org/resource/Through_Siberia_by_Accident,0-7195-6664-9
http://yago-knowledge.org/resource/The_Postman_from_Space,978-2-92384-189-2
http://yago-knowledge.org/resource/The_Postman_Always_Rings_Twice__u0028_novel_u0029_,84-663-0463-0
http://yago-knowledge.org/resource/Hitman_u003A__My_Real_Life_in_the_Cartoon_World_of_Wrestling,0-09-193286-6
http://yago-knowledge.org/resource/The_Design_of_Everyday_Things,0-465-06710-7
http://yago-knowledge.org/resource/Samayou_Yaiba,978-4-02-257968-3
http://yago-knowledge.org/resource/Les_Rivaux_de_Painful_Gulch,2-8001-1459-2
http://yago-knowledge.org/resource/The_Rise_and_Fall_of_the_Great_Powers,0-394-54674-1
http://yago-knowledge.org/resource/Encyclopedia_of_History_of_Ukraine,966-00-0632-2
http://yago-knowledge.org/resource/The_Chrysanthemum_and_the_Sword,0-395-50075-3
http://yago-knowledge.org/resource/The_Open_Society_and_Its_Enemies,0-415-29063-5
http://yago-knowledge.org/resource/Team_Batista_no_Eikō,978-4-7966-5079-3
http://yago-knowledge.org/resource/Asterix_and_Caesar_u0027_s_Gift,978-2-01-210153-1
http://yago-knowledge.org/resource/Joker__u0028_graphic_novel_u0029_,978-1-4012-1581-1
http://yago-knowledge.org/resource/Loop__u0028_novel_u0029_,4-04-188006-8
http://yago-knowledge.org/resource/Dalton_City__u0028_Lucky_Luke_u0029_,978-1-906587-03-1
http://yago-knowledge.org/resource/The_Broken_Ear,978-1-906587-29-1
http://yago-knowledge.org/resource/Natural_Obsessions,978-83-7469-588-6
http://yago-knowledge.org/resource/Transcendence__u0028_Rosenthal_book_u0029_,1-58542-873-6
http://yago-knowledge.org/resource/Reinventing_Comics,0-06-095350-0
http://yago-knowledge.org/resource/The_Well_of_Stars,1-84149-256-6
http://yago-knowledge.org/resource/New_Oxford_American_Dictionary,978-0-19-539288-3
http://yago-knowledge.org/resource/Calculus_on_Manifolds__u0028_book_u0029_,0-8053-9021-9
http://yago-knowledge.org/resource/Colorblind__u0028_book_u0029_,0-87286-508-8
http://yago-knowledge.org/resource/Encyclopedia_of_British_Columbia,1-550-17200-X
http://yago-knowledge.org/resource/Identical_Strangers,0-7336-2319-0
http://yago-knowledge.org/resource/Oxford_Dictionary_of_Saints,0-19-869120-3
http://yago-knowledge.org/resource/The_Mirror_and_the_Light,978-0-00-731509-3
http://yago-knowledge.org/resource/The_New_Palgrave_Dictionary_of_Economics,978-0-333-78676-5
http://yago-knowledge.org/resource/World_Geographical_Scheme_for_Recording_Plant_Distributions,0-913196-72-X
http://yago-knowledge.org/resource/You_Just_Don_u0027_t_Understand,0-345-37205-0
http://yago-knowledge.org/resource/On_Heaven_and_Earth,978-950-07-3293-2
http://yago-knowledge.org/resource/Draug__u0028_role-playing_game_u0029_,82-430-0301-0
http://yago-knowledge.org/resource/Norsk_Salmebok__u0028_1985_u0029_,82-543-0259-6
http://yago-knowledge.org/resource/Invisible_Women_u003A__Forgotten_Artists_of_Florence,88-902434-5-7
http://yago-knowledge.org/resource/Bilocation__u0028_film_u0029_,978-4-04-394387-6
http://yago-knowledge.org/resource/Hoard_of_the_Dragon_Queen,978-0-7869-6564-9
http://yago-knowledge.org/resource/The_Graduation_of_Jake_Moon,978-0-689-83912-2
http://yago-knowledge.org/resource/Souls_in_Metal,0-7091-5891-2
http://yago-knowledge.org/resource/Gates_to_Tomorrow,0-689-30321-1
http://yago-knowledge.org/resource/Great_Women_Masters_of_Art,978-0-8230-2114-7
http://yago-knowledge.org/resource/The_Quantum_Vacuum,0-12-498080-5
http://yago-knowledge.org/resource/Phirphire__u0028_novel_u0029_,978-9937-665-01-8
http://yago-knowledge.org/resource/Blood_Communion_u003A__A_Tale_of_Prince_Lestat,978-1-5247-3264-6
http://yago-knowledge.org/resource/Jyoti_Jyoti_Mahajyoti,978-9937-32-058-0
http://yago-knowledge.org/resource/Tomb_of_Annihilation,978-0-7869-6610-3
http://yago-knowledge.org/resource/China_u0027_s_Economy,978-0-19-023902-2
http://yago-knowledge.org/resource/Smoke_and_Mirrors_u003A__The_War_on_Drugs_and_the_Politics_of_Failure,978-0-316-08412-3
http://yago-knowledge.org/resource/Rage__u0028_Woodward_book_u0029_,978-1-9821-3173-9
http://yago-knowledge.org/resource/Museums_and_Digital_Culture,978-3-319-97456-9
http://yago-knowledge.org/resource/Kleptopia,978-0-13-601970-1
http://yago-knowledge.org/resource/The_Magic_Fish,978-0-593-12529-8
http://yago-knowledge.org/resource/Dolu_Nadir_Hawa_O_Annanya_Galpo,978-984-410-402-0
http://yago-knowledge.org/resource/Early_Germanic_Literature_and_Culture,1-57113-199-X
http://yago-knowledge.org/resource/The_Lights_that_Failed,978-0-19-922686-3
http://yago-knowledge.org/resource/Gravity_Falls_u003A__Lost_Legends,978-1-368-02142-5
http://yago-knowledge.org/resource/When_Harry_Became_Sally_u003A__Responding_to_the_Transgender_Moment,978-1-5940-3961-4
http://yago-knowledge.org/resource/Candlekeep_Mysteries,978-0-7869-6722-3
